PubChem ID, E(LUMO/PM6) [eV],n  [eV], DipoleMoment [D], IsotropicAverageAlpha [A.U.], AverageGamma [A.U.],NaasC,NaasN,NaaS,nBM,nDB,nN,nO,nCsp3,nCsp,nRCOOR,nRCO,nArCO,nN=C-N<,nRC=N,nRNH2,nArNH2,nRNHR,nArNHR,nRNR2,nArNR2,nArNO2,nROH,nArOH,nArOR,nPyrroles,nFuranes,nPyridines,nPyrazines,nR06, S1(CAS2-1+CIS) [eV], INDOS-OscStr(CAS2-1+CIS), CI-Coef**2(CAS2-1+CIS), DiradicalCharacter(PUHF)
76137,-1.52245,3.58155,2.362,183.40745,36945.90877,4,0,0,11,5,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.1821421,0.008012,0,0.162674
76138,-1.38575,3.50414,2.42,174.99194,39749.40984,3,0,0,10,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.2385975,0.100457,0,0.154494
771515,-1.01577,3.533335,4.787,181.14939,28256.87494,3,0,0,8,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,3.447128,0.157638,0.00661673,0.05496
791072,-1.37753,3.58794,4.14,179.80669,77530.31633,0,0,0,4,4,4,1,4,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,3.026183,0.249704,0,0.14629
794762,-1.56633,3.639155,4.163,219.07496,146058.0942,4,1,0,11,0,4,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,2,3.3657038,0.932076,0.01738204,0.149937
799128,-1.62312,3.450555,3.017,196.5368,53148.15142,6,0,0,7,1,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,2,2.8211238,0.466587,0.02177255,0.209368
82430,-1.81023,3.873625,3.777,146.27525,72523.53181,1,0,0,10,4,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8980996,0.660436,0,0.057947
825150,-1.65018,3.73193,1.233,173.87535,19816081.63,3,0,0,13,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3.4307111,0.152105,0.02310988,0.118155
83107,-0.76077,3.541065,1.861,213.69914,51570.28096,3,0,0,14,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,3.7018693,0.046051,0.01718304,0.116231
840971,-0.74939,3.708415,1.363,174.12526,35106.22674,3,0,0,10,4,2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3.9963396,0.026758,0.01138679,0.085007
84195,-1.95873,3.73629,4.064,155.34548,23021.24002,0,0,0,5,5,3,2,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6675971,0.002474,0,0.177284
84367,-1.65864,3.69434,7.433,147.28895,35793.7948,2,0,0,7,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2.855091,0.000246,0,0.077329
84458,-0.75006,3.774315,1.666,217.39534,69711.83123,0,0,0,2,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.250058,0.282692,0,0.083318
846094,-0.95729,3.67983,0.927,131.43359,29266.58746,4,0,0,9,3,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3.4927698,0.118597,0,0.060164
901478,-1.90875,3.654875,5.02,231.1926,5732443.814,4,0,0,14,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2.6703209,0.527158,0,0.098715
90219,-1.80072,3.776575,3.085,169.29963,100842.1691,0,0,0,4,4,3,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8569428,0.675313,0,0.058648
90352,-1.91372,3.63871,1.556,165.56368,86152.98195,2,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.9155294,0.001042,0,0.056309
918947,-0.5256,3.622395,3.373,137.16796,21570.91789,0,0,0,7,7,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3.6681272,0.085372,0.00839479,0.058642
9204,-0.73092,3.907595,1.536,159.40059,25546.43153,2,0,0,7,1,2,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3.2597293,0.082689,0.01163838,0.071663
921438,-0.89361,3.655875,2.72,205.82388,88025.68335,0,0,0,2,2,3,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.3918186,0.20258,0,0.066876
9218,-1.40925,3.926315,3.757,121.99585,13014.80903,5,1,0,12,1,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3.0220346,0.078056,0.01489756,0.099195
9362,-1.58084,3.62757,0.687,170.21558,27988.12067,4,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.5042409,0,0.04584004,0.264731
94719,-1.84592,3.683355,1.762,185.1523,30039.09652,2,0,0,17,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,3.6987852,0.078578,0.0170784,0.15699
953937,-2.12318,3.52022,7.502,199.12329,38853.31053,3,0,0,11,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.0752667,0.105925,0,0.083618
957853,-2.21267,3.645355,6.992,192.57934,36019.14355,0,0,0,5,5,2,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,3.2493386,0.134885,0,0.083991
960719,-1.29309,3.571895,2.859,138.71521,583007.2684,2,0,0,11,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3,3.0746793,0.084814,0.03231637,0.128107
963920,-1.4185,3.74756,0.795,202.19278,117671.9745,0,0,0,7,7,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.479312,0.618748,0,0.069797
98573,-2.08315,3.69567,7.814,159.78814,24342.59015,1,0,0,9,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.6881402,0.11987,0,0.058121
98663,-1.79245,3.663915,1.904,183.78243,32531.68744,2,0,0,13,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1867688,0.001182,0.01385798,0.153267
9990547,-1.74055,3.638055,5.345,155.66991,24658.58448,2,0,0,13,2,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,2.2654605,0.003454,0,0.061243
