PubChem ID, E(HOMO/PM6) [eV], E(LUMO/PM6) [eV],E(LUMO) – E(HOMO) [eV], DipoleMoment [D], IsotropicAverageAlpha [A.U.], AverageBeta [A.U.], AverageGamma [A.U.], S1, S2, INDOS-OscStr,nBM,nDB,nAB,nC,nN,nO,nCsp3,nCsp2,nCsp,Fsp3,max_conj_path,nR05,nR06,nR08,nBnz,HOMA,AROM,HOMT,nCs,nCrt,nCbH,nCb-,nCconj,nR=Cs,nR=Ct,nRCOOR,nRCO,nArCO,nN=C-N<,nRC=N,nRNH2,nArNH2,nRNHR,nArNHR,nRNR2,nArNR2,nArNO2,nROH,nArOH,nArOR,nPyrroles,nFuranes,nPyridines,nPyrazines,NaaCH,NsssCH,NdssC,NaasC,NsssN,NtN,NaasN,NaaNH,NsOH,NaaS,DRC(PUHF)
607070,-8.34432,-1.3922,6.95212,2.076,209.53305,336.2053,53119.74123,3.5426622,5.4259853,0.416712,9,3,6,14,2,2,3,11,0,0.214,12,0,3,0,1,na,na,na,1,0,3,3,5,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,3,1,0,0,0,0,0,0.256
607586,-7.53599,-0.83414,6.70185,5.879,193.91172,735.2327,47664.1756,2.9265269,6.5236636,0.273369,15,0,15,13,2,1,2,11,0,0.154,13,1,2,0,1,0.586,0.926,8.788,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,6,0,0,1,0,0,1,0,0,0,0.149
607778,-8.93268,-1.18619,7.74649,4.84,178.92999,346.5969,18842.60354,2.3476646,5.999916,0.150339,5,5,0,14,0,1,3,11,0,0.214,10,1,0,0,0,-0.315,0,-3.15,0,0,0,0,9,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0.141
609579,-8.22342,-0.82612,7.3973,0.897,162.92466,928.2289,24780.67462,3.6569273,8.22524,0.31563,11,0,11,10,3,2,2,8,0,0.2,10,0,2,0,1,0.666,0.915,7.323,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,3,0,0,3,0,0,0,0,0,0,0.066
610325,-9.15584,-1.78844,7.3674,5.472,149.13665,567.7155,38001.65086,3.5654491,6.3798878,0.15895,5,5,0,10,0,5,2,8,0,0.2,10,0,2,0,0,0.141,0,1.265,1,0,0,0,8,5,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0.097
610387,-7.85419,-0.80926,7.04493,3.839,195.64012,330.2284,43652.07578,3.758945,6.1146341,0.389108,16,0,16,14,2,0,0,14,0,0,14,0,3,0,3,0.591,0.939,9.451,0,0,8,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0.138
611430,-8.88037,-1.7933,7.08707,5.444,178.72917,649.8236,42832.06695,3.0435947,5.8457616,0.489109,10,4,6,12,2,2,0,12,0,0,14,0,3,0,1,0.104,0.977,1.558,0,0,4,2,6,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,3,2,1,0,0,0,1,0,0.206
612231,-8.90201,-1.39876,7.50325,1.518,173.88439,630.1907,16651.18117,2.4627106,7.9808771,0.033603,3,3,0,12,3,2,4,8,0,0.333,6,2,0,0,0,-1.071,0,-5.353,1,0,0,0,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.112
616436,-8.81182,-2.21305,6.59877,0.001,205.37948,0.786,28595.93148,2.9410117,4.3520659,0.747232,22,0,22,14,2,2,0,14,0,0,18,2,3,0,3,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0.405
616533,-9.54642,-2.08433,7.46209,10.37,177.5649,1006.7674,36991.51525,3.2490869,6.0335227,0.50604,13,3,10,9,5,3,2,7,0,0.222,11,1,1,0,1,0.397,0.9,4.766,0,0,2,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0.154
616837,-8.48728,-1.37455,7.11273,3.61,211.30112,217.3424,57238.96352,3.5216664,6.6814601,0.385753,17,1,16,16,0,2,1,15,0,0.063,16,0,3,0,3,0.525,0.935,9.456,0,0,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,3,0,0,0,0,1,0,0.109
617148,-8.72783,-1.69723,7.0306,5.016,216.89363,1552.4834,157318.91244,3.2141189,6.5527891,0.707903,14,3,11,15,0,3,0,15,0,0,17,2,1,0,1,0.089,0.752,1.607,0,0,5,1,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,2,3,0,0,0,0,0,0,0.132
617218,-7.72222,-0.87639,6.84583,0.827,217.21111,176.2493,29484.77432,3.729112,5.8179586,0.362723,16,0,16,16,0,2,2,14,0,0.125,14,0,3,0,3,0.61,0.939,9.768,1,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,3,0,0,0,0,2,0,0.148
658543,-8.87798,-1.93155,6.94643,1.804,146.86881,493.5886,14622.72636,3.0033663,5.3453231,0.370608,4,4,0,9,3,1,1,8,0,0.111,8,2,1,0,0,-0.688,0,-4.814,0,0,0,0,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0.222
699723,-8.00505,-0.82983,7.17522,2.787,187.35419,882.7412,31488.23155,3.9392276,7.0939959,0.561907,5,5,0,13,3,0,3,10,0,0.231,10,1,2,0,0,na,na,na,0,1,0,0,10,7,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0.087
714741,-9.28729,-1.66971,7.61758,6.448,191.37545,612.1918,63078.25651,3.8055553,12.485726,0.365545,15,3,12,14,1,3,0,14,0,0,14,0,2,0,2,0.726,0.988,10.895,0,0,7,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0.053
755456,-8.59955,-1.74316,6.85639,1.921,184.00542,644.7098,16642.55226,3.1348315,5.2446145,0.433945,4,4,0,12,3,1,4,8,0,0.333,8,2,2,0,0,-0.752,0,-5.263,4,0,0,0,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.214
791072,-8.55341,-1.37753,7.17588,4.14,179.80669,682.1721,77530.31633,3.2334696,7.2480662,0.309918,16,0,16,12,3,1,0,12,0,0,9,1,2,0,2,0.523,0.918,8.369,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0.146
794762,-8.84464,-1.56633,7.27831,4.163,219.07496,845.4484,146058.09419,3.4607545,5.7487768,0.912302,13,2,11,15,0,3,0,15,0,0,6,2,1,0,1,0.105,0.967,1.469,0,0,5,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,2,2,0,0,0,0,0,0,0.150
799128,-8.52423,-1.62312,6.90111,3.017,196.5368,664.9949,53148.15142,2.9308252,5.0447162,0.527057,17,1,16,14,2,2,0,14,0,0,17,1,3,0,2,0.244,0.818,4.885,0,0,6,6,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,5,0,0,0,0,0,0,0.209
825150,-9.11404,-1.65018,7.46386,1.233,173.87535,27796.272,19816081.62558,3.5137254,6.3524496,0.273035,11,1,10,7,5,1,0,7,0,0,9,1,1,0,1,0.179,0.745,1.436,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,1,0.118
840971,-8.16622,-0.74939,7.41683,1.363,174.12526,986.4458,35106.22674,4.118018,7.0975419,0.600713,12,1,11,12,3,0,1,11,0,0.083,12,1,2,0,2,0.509,0.943,6.62,0,0,6,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,1,2,1,0,0,0,0,0,0.085
846094,-8.31695,-0.95729,7.35966,0.927,131.43359,1242.4504,29266.58746,3.8813846,9.0274435,0.330018,11,0,11,8,4,0,0,8,0,0,10,0,2,0,1,0.662,0.916,7.281,0,0,2,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,2,0,0,0,0,0,0,0.060
901478,-9.2185,-1.90875,7.30975,5.02,231.1926,4487.0926,5732443.81399,2.8691639,6.8106378,0.737279,13,3,10,10,1,2,0,10,0,0,12,2,0,0,0,0.581,0.678,7.548,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,2,0.099
921438,-8.20536,-0.89361,7.31175,2.72,205.82388,687.5761,88025.68335,3.7492467,11.3967329,0.178988,13,2,11,14,3,1,2,12,0,0.143,9,2,1,0,1,0.387,0.962,5.801,1,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,1,2,1,0,0,0,0,0,0.067
953937,-9.16362,-2.12318,7.04044,7.502,199.12329,626.3838,38853.31053,3.2270361,8.0842222,0.262111,10,2,6,14,3,1,3,9,2,0.214,10,1,1,0,1,0.107,0.966,1.07,1,0,3,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,1,2,0,0,0,0,0.084
957853,-9.50338,-2.21267,7.29071,6.992,192.57934,597.3232,36019.14355,3.4019782,7.752009,0.337706,11,2,6,14,3,1,1,9,4,0.071,10,1,1,0,1,0.136,0.966,1.361,0,0,4,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,2,1,2,0,0,0,0,0.084
960719,-8.43688,-1.29309,7.14379,2.859,138.71521,1613.3807,583007.26838,3.3254297,6.2873937,0.245757,10,0,10,7,3,0,1,6,0,0.143,9,1,1,0,1,0.19,0.745,1.517,0,0,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0.128
963920,-8.91362,-1.4185,7.49512,0.795,202.19278,1336.3473,117671.97454,3.5732695,7.8847189,0.643984,10,3,6,14,2,2,2,11,1,0.143,12,0,2,0,1,0.391,0.982,4.692,0,0,4,2,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,3,2,0,1,0,0,0,0,0.070
1095028,-8.03267,-1.11472,6.91795,4.647,177.00488,570.4116,37557.41938,3.1377208,6.3565761,0.265715,10,0,10,11,4,1,5,6,0,0.455,9,1,2,0,1,0.235,0.895,2.345,3,0,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0.150
1095029,-7.8056,-1.10959,6.69601,4.443,167.85386,799.7848,34082.00869,3.0221443,6.1916522,0.27007,10,0,10,10,4,1,4,6,0,0.4,9,2,1,0,1,0.258,0.897,2.575,2,0,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0.161
1213077,-8.18419,-0.87873,7.30546,2.299,212.12431,786.4681,77207.48982,3.6592788,9.2288883,0.28342,17,0,17,15,3,0,1,14,0,0.067,10,0,3,0,2,0.76,0.932,12.928,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9,0,0,3,0,0,0,0,0,0,0.065
1224201,-8.70219,-1.15443,7.54776,6.752,192.6814,324.3443,30025.64514,2.4774824,6.4360165,0.044554,10,4,6,14,2,2,0,14,0,0,8,0,1,0,1,0.261,0.998,3.395,0,0,5,1,6,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,1,0,0,0,0,0,0,0.072
1511466,-8.82409,-1.62331,7.20078,3.027,170.57039,1521.7021,662749.95706,3.4231465,6.2987374,0.225676,14,0,14,7,4,0,0,7,0,0,12,2,1,0,1,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0.115
2218337,-8.41522,-0.54794,7.86728,1.3,153.10951,141.3492,7620.20181,3.8547489,5.8246092,0.446875,0,0,0,10,2,2,8,2,0,0.8,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0.253
2737100,-8.91273,-1.95234,6.96039,4.831,186.91511,150.8888,54332.33234,2.9016987,5.8626749,0.414293,9,3,6,12,3,1,0,12,0,0,12,2,2,0,1,0.234,0.959,2.808,0,0,4,2,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,2,0,0,0,0,0,0,0.224
2752454,-9.44656,-1.65188,7.79468,5.537,193.70642,593.7309,51513.6302,3.6161446,6.9873053,0.613918,14,3,11,14,1,3,0,14,0,0,17,1,2,0,1,0.078,0.966,1.404,0,0,4,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,3,3,0,0,0,0,0,0,0.077
2752779,-8.21532,-0.71845,7.49687,3.552,189.2162,447.0093,42068.94864,3.3519271,6.3883945,0.561416,10,4,6,14,1,1,1,13,0,0.071,14,0,3,0,1,0.635,0.961,8.883,0,0,4,2,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,2,1,0,0,0,0,0,0.083
2763573,-8.81858,-1.76717,7.05141,4.436,173.04178,1204.1268,52296.27375,2.8847559,11.0934506,0.23172,17,2,15,12,2,2,0,12,0,0,13,1,2,0,1,0.676,0.956,10.139,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,8,0,0,1,0,0,0,0,0,0,0.059
2772961,-9.34635,-2.01239,7.33396,5.242,141.14544,986.1842,209669.93493,3.038983,6.3860706,0.201708,12,2,10,6,4,2,0,6,0,0,9,1,1,0,1,0.159,0.751,1.272,0,0,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0.086
2793714,-9.34709,-1.92151,7.42558,2.122,202.33045,749.5324,81078.04988,3.170464,6.1314655,0.292025,15,2,12,16,1,1,0,15,1,0,16,1,2,0,2,0.165,0.972,2.977,0,0,9,3,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,3,0,1,0,0,0,0,0.112
2799575,-8.66276,-0.9978,7.66496,8.202,184.65495,580.5971,32739.51729,3.7305053,8.9004163,0.440064,5,5,0,11,4,2,4,7,0,0.364,10,2,0,0,0,-0.228,0,-2.055,0,0,0,0,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0.060
2836612,-9.05489,-1.8052,7.24969,12.126,180.23311,806.5744,23758.88195,3.0817921,5.7718103,0.537451,12,2,10,10,4,3,4,6,0,0.4,9,1,1,0,1,0.306,0.9,3.055,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0.148
2838129,-8.8116,-1.41672,7.39488,3.696,190.58837,492.546,69720.34796,2.8787818,10.220986,0.192302,14,3,11,11,3,3,0,11,0,0,7,1,1,0,1,0.291,0.952,3.779,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,0,0,3,0,0,0,0,0,0,0.054
3010850,-9.29904,-1.49703,7.80201,3.668,193.95546,275.7256,43094.2347,3.4337015,7.4331393,0.299531,11,5,6,15,2,1,2,13,0,0.133,16,0,4,0,1,0.256,0.99,4.104,1,1,4,2,7,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,2,0,0,0,0,0,0,0.153
3025911,-8.21012,-1.2613,6.94882,1.447,210.21253,119.3217,23351.47781,3.3682812,5.7799646,0.373919,17,1,16,17,0,0,1,16,0,0.059,16,1,3,0,3,0.381,0.933,7.244,0,0,7,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0.157
3027524,-8.78268,-1.78703,6.99565,7.174,120.57789,659.7572,20650.99135,1.7508146,6.028422,0.052656,2,2,0,9,0,3,2,7,0,0.222,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.796
3056882,-7.75675,-0.822,6.93475,1.99,166.94273,1161.397,20035.7083,3.5418651,8.1192902,0.245633,11,0,11,10,3,2,2,8,0,0.2,10,0,2,0,1,0.66,0.913,7.258,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,3,0,0,3,0,0,0,0,0,0,0.079
3093653,-8.37464,-1.25578,7.11886,1.796,135.96269,438.1296,24474.25195,3.2266447,6.2617648,0.249037,10,0,10,7,3,0,1,6,0,0.143,9,1,1,0,1,0.157,0.744,1.259,0,0,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0.124
3272046,-8.91197,-1.38304,7.52893,4.459,241.28312,12699.0305,3838892.04455,3.6745812,7.234432,0.865385,9,4,5,10,2,1,0,10,0,0,13,2,0,0,0,0.171,0.672,2.217,0,0,0,0,6,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,1,0.091
3387659,-9.15164,-1.48495,7.66669,0.962,205.53574,273.6312,53139.12588,3.7080564,5.7012662,0.153108,14,2,12,16,0,2,0,16,0,0,16,0,3,0,2,-0.123,0.914,-2.207,0,0,6,6,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,6,0,0,0,0,0,0,0.225
3514476,-9.43115,-2.18104,7.25011,7.193,196.85206,625.2933,35256.88849,3.3655059,7.7704014,0.315194,11,3,6,14,3,1,1,11,2,0.071,10,1,1,0,1,0.126,0.966,1.26,0,0,4,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,2,1,2,0,0,0,0,0.083
3568736,-9.39122,-2.15075,7.24047,7.363,197.21847,621.6725,34724.1773,3.3589358,7.7719971,0.31906,10,2,6,14,3,1,3,9,2,0.214,10,1,1,0,1,0.12,0.966,1.2,1,0,4,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,2,1,2,0,0,0,0,0.083
3613753,-8.33907,-1.23565,7.10342,3.72,121.26086,871.2615,19050.07447,3.5220527,7.6479462,0.246242,4,4,0,6,3,0,0,6,0,0,6,1,1,0,0,0.643,0,3.214,0,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0.067
3635696,-8.25396,-1.31161,6.94235,10.028,227.823,1592.5152,87868.96508,3.0190896,5.9844696,0.974855,10,4,6,14,3,1,2,12,0,0.143,14,0,3,0,1,0.193,0.957,2.89,0,0,2,4,6,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3,4,1,0,0,0,0,0,0.132
3662285,-8.28465,-1.46038,6.82427,9.895,220.54336,2259.3082,188781.19802,3.5080913,6.7342761,1.202549,5,5,0,12,1,4,2,10,0,0.167,8,2,0,0,0,-0.051,0,-0.358,0,0,0,0,7,5,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0.094
3695570,-8.89923,-1.7827,7.11653,5.05,205.0452,306.5746,50394.50857,2.769652,6.048802,0.427485,17,0,16,13,5,0,0,12,1,0,15,1,2,0,2,0.593,0.818,10.084,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,1,2,0,0,0,0.193
3738959,-9.39738,-2.0006,7.39678,7.855,166.00638,684.9538,71203.49533,3.1845941,8.9067256,0.344198,13,3,10,7,6,4,0,7,0,0,7,2,0,0,0,-0.062,0.913,-0.745,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,4,0,0,0,0,0,0,0.074
3765036,-8.75673,-1.66978,7.08695,3.51,209.01201,195.1891,28612.44235,3.6583326,5.9587803,0.45676,17,1,16,16,0,2,1,15,0,0.063,14,0,3,0,3,0.553,0.934,8.85,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,2,0,0,0,0,1,0,0.151
3780085,-9.22261,-1.27744,7.94517,4.923,156.25519,177.2951,19280.60697,3.5272938,7.1598026,0.289849,6,6,0,12,1,2,2,10,0,0.167,10,0,3,0,0,0.039,0,0.347,0,2,0,0,9,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0.104
3900427,-9.3925,-2.04047,7.35203,5.382,186.72378,545.5287,48685.56188,3.3606928,7.0538448,0.293427,6,6,0,10,5,2,3,7,0,0.3,12,0,2,0,0,-0.006,0,-0.067,0,0,0,0,7,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0.078
3996428,-8.87467,-1.87601,6.99866,3.824,153.23273,802.0446,41270.61758,3.0583006,9.8499146,0.15271,13,2,11,10,1,4,0,10,0,0,10,0,2,0,2,0.712,0.951,7.829,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,5,0,0,3,0,0,0,0,2,0,0.058
4037810,-9.32182,-1.76652,7.5553,1.477,195.03306,342.4144,35053.73641,3.8877927,6.819719,0.327241,17,1,16,14,2,2,1,13,0,0.071,16,0,3,0,2,0.37,0.912,6.666,0,0,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6,0,1,2,0,0,0,0,1,0,0.147
4067664,-7.78469,-0.26653,7.51816,1.952,146.86585,75.6187,7573.23017,3.5701293,5.2770936,0.253763,6,0,6,12,0,0,4,8,0,0.333,6,1,2,0,1,-0.094,0.893,-0.566,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0.198
4140224,-8.25948,-1.74782,6.51166,5.169,253.78672,8400.5419,536915.93876,3.3096877,8.0063881,0.854303,11,3,6,14,3,1,0,12,2,0,8,0,1,0,1,0.705,0.986,7.753,0,0,5,1,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,2,1,0,2,0,0,1,0,0.104
4363838,-9.31176,-1.78072,7.53104,4.914,171.041,84.9637,25546.8029,2.9898828,6.2977846,0.234408,12,2,10,10,4,3,4,6,0,0.4,9,1,1,0,1,0.145,0.89,1.452,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0.108
4369218,-7.88358,-1.48899,6.39459,2.834,225.66485,1201.599,61907.47253,2.3851767,5.3124872,0.128009,20,0,20,15,3,0,0,15,0,0,18,2,2,1,1,0.269,0.838,5.647,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,2,0,0,0,2,0,0,0.202
4421616,-7.58753,-0.63561,6.95192,1.757,188.6569,39.4993,48229.4423,2.0746437,2.7756635,0.078033,12,0,12,16,0,0,2,14,0,0.125,6,0,2,0,2,0.883,0.979,10.599,2,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0.431
4490492,-8.9194,-1.27485,7.64455,3.273,199.21908,1249.7847,91577.0714,3.7083295,8.2878861,0.648051,10,3,6,14,2,2,2,11,1,0.143,12,0,2,0,1,0.404,0.983,4.852,1,0,4,2,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,3,2,0,1,0,0,0,0,0.062
4568516,-8.12546,-0.99065,7.13481,4.003,180.22214,719.1224,28011.15708,3.6253731,6.0810661,0.740375,13,2,11,13,2,0,0,13,0,0,14,0,3,0,2,0.371,0.951,5.929,0,0,5,5,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,3,0,0,0,0,0,0,0.175
4611299,-7.78439,-0.84207,6.94232,8.081,197.16477,610.1318,40870.03202,3.0235656,6.6198506,0.268411,15,0,15,14,2,0,3,11,0,0.214,13,1,2,0,1,0.61,0.931,9.154,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,0,1,0,0,0,0.132
4615380,-7.7987,-0.83376,6.96494,2.665,196.27725,102.2649,45341.08357,3.7767157,6.0850917,0.399141,16,0,16,14,2,0,0,14,0,0,14,0,3,0,3,0.575,0.937,9.207,0,0,8,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0.136
4961379,-7.43872,-0.33299,7.10573,2.485,123.77899,329.6218,7354.2305,3.1369963,4.7914813,0.182849,6,0,6,9,1,0,1,8,0,0.111,6,0,2,0,1,0.022,0.899,0.129,0,0,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0.218
5027250,-8.62223,-1.55306,7.06917,2.219,183.34667,496.2052,34196.79887,3.6830103,6.4378824,0.648116,13,2,11,14,0,2,1,13,0,0.071,14,0,3,0,2,0.32,0.95,5.124,0,0,6,4,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,2,0,0,0,0,0,0,0.139
5033457,-8.88222,-1.0063,7.87592,4.157,181.16443,791.01,69491.41673,3.9210982,9.4891526,0.469256,12,2,10,9,6,2,1,8,0,0.111,14,2,0,0,0,-0.044,0.911,-0.656,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,4,0,0,0,0,0,0,0.064
5105807,-8.70465,-1.44535,7.2593,2.443,170.03506,3056.2637,1055472.52978,3.3044271,6.2352619,0.261044,11,1,10,9,3,1,2,7,0,0.222,9,1,1,0,1,0.141,0.744,1.128,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,1,0.120
5140517,-9.28293,-1.64405,7.63888,5.008,151.35117,545.4654,28831.50727,3.3505377,10.2446819,0.282048,13,2,11,10,2,3,0,10,0,0,10,0,2,0,2,0.706,0.948,7.77,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,0,0,2,0,0,0,0,1,0,0.052
